,articleWordCount,headline,snippet,tokens,label_headline
6077,1424,Anyday Pleasures,"Much attention has been paid to profound bottles, with their complexity and ability to age. But it’s time to focus on the ones we encounter daily.","['anyday', 'pleasuresmuch', 'attention', 'paid', 'profound', 'bottles', 'complexity', 'ability', 'age', 'time', 'focus', 'ones', 'encounter', 'daily']",Positive
6078,826,How Not to Get Sick on a Plane? Choose Your Seat Wisely,That coughing person in seat 14C? Make sure you’re at least two rows away.,"['get', 'sick', 'plane', 'choose', 'seat', 'wiselythat', 'coughing', 'person', 'seat', 'make', 'sure', 'least', 'two', 'rows', 'away']",Negative
6079,1130,"Where Others Fear to Tread, Bank Imposes Gun Measures","The banking and financial services giant is the first on Wall Street to create gun control policies after the massacre in Parkland, Fla.","['others', 'fear', 'tread', 'bank', 'imposes', 'gun', 'measuresthe', 'banking', 'financial', 'services', 'giant', 'first', 'wall', 'street', 'create', 'gun', 'control', 'policies', 'massacre', 'parkland', 'fla']",Negative
6080,1196,Trump’s Lead Lawyer Resigns After President Ignores Counsel,"The lawyer, John Dowd, was said to have left over a disagreement with President Trump about whether Mr. Trump should agree to be interviewed by the special counsel.","['trump', 'lead', 'lawyer', 'resigns', 'president', 'ignores', 'counselthe', 'lawyer', 'john', 'dowd', 'said', 'left', 'disagreement', 'president', 'trump', 'whether', 'mr', 'trump', 'agree', 'interviewed', 'special', 'counsel']",Positive
6081,619,"It’s Spring! (No, It Isn’t.) Yes, It Is!",Five photographers set out to document spring’s arrival. The weather did not cooperate. But that just made the images better.,"['spring', 'yes', 'isfive', 'photographers', 'set', 'document', 'spring', 'arrival', 'weather', 'cooperate', 'made', 'images', 'better']",Positive
6082,652,Teaching With: ‘Who Speaks Wukchumni?’,What can one woman do to save her culture’s language?,"['teaching', 'speaks', 'wukchumniwhat', 'one', 'woman', 'save', 'culture', 'language']",Neutral
6083,1320,U.S. Imposes Tariffs on $60 Billion Worth of Chinese Goods,President Trump said he will impose tariffs on about $60 billion worth of Chinese imports.,"['imposes', 'tariffs', 'billion', 'worth', 'chinese', 'goodspresident', 'trump', 'said', 'impose', 'tariffs', 'billion', 'worth', 'chinese', 'imports']",Positive
6084,1084,"40,000 Port Authority Airport Workers Near Goal of $19-an-Hour Minimum","The Port Authority, which oversees Kennedy, La Guardia and Newark Airports, is expected to recommend that the agency raise the minimum wage by the fall of 2023.","['port', 'authority', 'airport', 'workers', 'near', 'goal', 'hour', 'minimumthe', 'port', 'authority', 'oversees', 'kennedy', 'la', 'guardia', 'newark', 'airports', 'expected', 'recommend', 'agency', 'raise', 'minimum', 'wage', 'fall']",Neutral
6085,1300,$1.3 Trillion Spending Bill Is Passed on to the Senate,"With a possible government shutdown looming this weekend, the House and Senate passed a vast spending plan that funds the government through September.","['trillion', 'spending', 'bill', 'passed', 'senatewith', 'possible', 'government', 'shutdown', 'looming', 'weekend', 'house', 'senate', 'passed', 'vast', 'spending', 'plan', 'funds', 'government', 'september']",Neutral
6086,1273,"As Turkey Gets Deeper Into Syria, Risks Loom","Turkey’s expanding campaign makes it one of the big players in the seven-year conflict, but that comes with all the hazards of embroilment in a foreign war.","['turkey', 'gets', 'deeper', 'syria', 'risks', 'loomturkey', 'expanding', 'campaign', 'makes', 'one', 'big', 'players', 'seven', 'year', 'conflict', 'comes', 'hazards', 'embroilment', 'foreign', 'war']",Negative
6087,788,A Mother’s Touch Infuses a Korean Food Stand,"Sue and Don Lee had never worked in a restaurant, but, when their daughter asked them to move across the country and open a Korean food stand, they said yes.","['mother', 'touch', 'infuses', 'korean', 'food', 'standsue', 'lee', 'never', 'worked', 'restaurant', 'daughter', 'asked', 'move', 'across', 'country', 'open', 'korean', 'food', 'stand', 'said', 'yes']",Positive
6088,1150,Cynthia Nixon and the Age of Inexperience,"In politics, too, training and knowledge matter. Hasn’t Trump taught us that?","['cynthia', 'nixon', 'age', 'inexperiencein', 'politics', 'training', 'knowledge', 'matter', 'trump', 'taught', 'us']",Positive
6089,1335,Deceit and Demeanor,"Martin Shkreli, convicted of fraud for actions around his hedge fund, is going to prison. So far, Elizabeth Holmes, who sold falsehoods about her blood-testing business, is not.","['deceit', 'demeanormartin', 'shkreli', 'convicted', 'fraud', 'actions', 'around', 'hedge', 'fund', 'going', 'prison', 'far', 'elizabeth', 'holmes', 'sold', 'falsehoods', 'blood', 'testing', 'business']",Negative
6090,1222,How Democracy Can Survive Big Data,"We can blame Facebook and Cambridge Analytica for the damage they’ve done, but the responsibility lies with all of us.","['democracy', 'survive', 'big', 'datawe', 'blame', 'facebook', 'cambridge', 'analytica', 'damage', 'done', 'responsibility', 'lies', 'us']",Negative
6091,980,Divine Decadence Revisited in Old Berlin,This sumptuous if uninvolving Encores! production invites you to wallow with the beautiful and damned in old Berlin.,"['divine', 'decadence', 'revisited', 'old', 'berlinthis', 'sumptuous', 'uninvolving', 'encores', 'production', 'invites', 'wallow', 'beautiful', 'damned', 'old', 'berlin']",Neutral
6092,947,"After Blasts In Austin, Sifting Clues For a Motive",Investigators tried to determine what motivated Mark Conditt to go on a bombing spree that killed two and terrorized Austin for weeks.,"['blasts', 'austin', 'sifting', 'clues', 'motiveinvestigators', 'tried', 'determine', 'motivated', 'mark', 'conditt', 'go', 'bombing', 'spree', 'killed', 'two', 'terrorized', 'austin', 'weeks']",Neutral
6093,6452,"Student Walkouts, March Madness and Risk-Enhanced Playgrounds: Our Favorite Student Comments of the Week","The best teenage comments from last week’s writing prompts, and an invitation to join the conversation this week.","['student', 'walkouts', 'march', 'madness', 'risk', 'enhanced', 'playgrounds', 'favorite', 'student', 'comments', 'weekthe', 'best', 'teenage', 'comments', 'last', 'week', 'writing', 'prompts', 'invitation', 'join', 'conversation', 'week']",Positive
6094,887,Markets Tumble as Jitters Over Potential Trade War Grow,"A brewing trade war between China and the United States sent markets reeling across Asia on Friday, and Europe looked ready to follow suit.","['markets', 'tumble', 'jitters', 'potential', 'trade', 'war', 'growa', 'brewing', 'trade', 'war', 'china', 'united', 'states', 'sent', 'markets', 'reeling', 'across', 'asia', 'friday', 'europe', 'looked', 'ready', 'follow', 'suit']",Negative
6095,222,"Omega-6s in Nuts, Seeds and Vegetable Oils May Aid the Heart",Men who had the highest omega-6 levels tended to have fewer deaths from heart disease and other causes.,"['omega', 'nuts', 'seeds', 'vegetable', 'oils', 'may', 'aid', 'heartmen', 'highest', 'omega', 'levels', 'tended', 'fewer', 'deaths', 'heart', 'disease', 'causes']",Neutral
6096,234,Tapping Apples,Sounds from a trip to the supermarket.,"['tapping', 'applessounds', 'trip', 'supermarket']",Neutral
6097,1492,Trump Chooses Hawk For 3rd Security Adviser As Shake-Up Continues,"President Trump named John R. Bolton, a hard-line former American ambassador to the United Nations, to replace Lt. Gen. H.R. McMaster.","['trump', 'chooses', 'hawk', 'rd', 'security', 'adviser', 'shake', 'continuespresident', 'trump', 'named', 'john', 'bolton', 'hard', 'line', 'former', 'american', 'ambassador', 'united', 'nations', 'replace', 'lt', 'gen', 'mcmaster']",Neutral
6098,854,Speaking as  A White  Male …,How much does identity shape opinion?,"['speaking', 'white', 'malehow', 'much', 'identity', 'shape', 'opinion']",Neutral
6099,865,Love High TV Bills? This Deal’s for You,An antitrust challenge to AT&T’s merger with Time Warner is the last chance to stop pay-television bills from getting any higher.,"['love', 'high', 'tv', 'bills', 'deal', 'youan', 'antitrust', 'challenge', 'merger', 'time', 'warner', 'last', 'chance', 'stop', 'pay', 'television', 'bills', 'getting', 'higher']",Positive
6100,1548,"They’ve Tuned In, on Guns. Will They Turn Out?","With hundreds of March for Our Lives demonstrations planned for Saturday, high school students say this is a moment of political awakening for their generation.","['tuned', 'guns', 'turn', 'outwith', 'hundreds', 'march', 'lives', 'demonstrations', 'planned', 'saturday', 'high', 'school', 'students', 'say', 'moment', 'political', 'awakening', 'generation']",Neutral
6101,870,Bumbling Into A Trade War,What Trump doesn’t know can hurt us — and help China.,"['bumbling', 'trade', 'warwhat', 'trump', 'know', 'hurt', 'us', 'help', 'china']",Neutral
6102,1024,"De Blasio Knew About Bribery, Donor Testifies",A Long Island restaurateur testified that Bill de Blasio not only knew of the illegal scheme; he said that the mayor encouraged it.,"['de', 'blasio', 'knew', 'bribery', 'donor', 'testifiesa', 'long', 'island', 'restaurateur', 'testified', 'bill', 'de', 'blasio', 'knew', 'illegal', 'scheme', 'said', 'mayor', 'encouraged']",Negative
6103,703,Half-Baked Ideas on China Tariffs,"He’s right to accuse it of stealing American technology, but has no idea how to fix the problem.","['half', 'baked', 'ideas', 'china', 'tariffshe', 'right', 'accuse', 'stealing', 'american', 'technology', 'idea', 'fix', 'problem']",Negative
6104,1141,Volatile Problems Ahead for a Team of Hard-Line Advisers,"There is little in John R. Bolton’s past to indicate he has much time for the diplomatic process, where to get something the United States also gives something.","['volatile', 'problems', 'ahead', 'team', 'hard', 'line', 'advisersthere', 'little', 'john', 'bolton', 'past', 'indicate', 'much', 'time', 'diplomatic', 'process', 'get', 'something', 'united', 'states', 'also', 'gives', 'something']",Negative
6105,1066,"Elsa, Anna and a Few Icy Patches",The neurotic stage musical adaptation of the animated blockbuster raises questions about how Disney transforms its biggest hits.,"['elsa', 'anna', 'icy', 'patchesthe', 'neurotic', 'stage', 'musical', 'adaptation', 'animated', 'blockbuster', 'raises', 'questions', 'disney', 'transforms', 'biggest', 'hits']",Neutral
6106,838,Where to Get Down From,Erik Agard starts our solving weekend off right.,"['get', 'fromerik', 'agard', 'starts', 'solving', 'weekend', 'right']",Positive
6107,698,China Plans New Tariffs In Retaliation To U.S. Policy  ,"China proposed tariffs on $3 billion worth of American fruit, pork, wine and other goods, striking back just hours after President Trump’s announcement.","['china', 'plans', 'new', 'tariffs', 'retaliation', 'policychina', 'proposed', 'tariffs', 'billion', 'worth', 'american', 'fruit', 'pork', 'wine', 'goods', 'striking', 'back', 'hours', 'president', 'trump', 'announcement']",Positive
6108,1040,Former Playboy Model Tells of Affair With Trump That Lasted 10 Months,"In a lengthy television interview, Ms. McDougal said she was hurt when the president offered her money after sex, but added that they ended up in love.","['former', 'playboy', 'model', 'tells', 'affair', 'trump', 'lasted', 'monthsin', 'lengthy', 'television', 'interview', 'ms', 'mcdougal', 'said', 'hurt', 'president', 'offered', 'money', 'sex', 'added', 'ended', 'love']",Neutral
6109,1347,‘RuPaul’s Drag Race’ Premiere: Tens Across the Board,"Season 10 began Thursday night with unusually strong 14-queen crew, and it’s hard to imagine who will be eliminated.","['rupaul', 'drag', 'race', 'premiere', 'tens', 'across', 'boardseason', 'began', 'thursday', 'night', 'unusually', 'strong', 'queen', 'crew', 'hard', 'imagine', 'eliminated']",Negative
6110,1207,Hip-Hop Has an Irish Lilt,The first rap acts in Ireland emerged in the early 1990s. But it has taken until now for the music and the culture to start flourishing.,"['hip', 'hop', 'irish', 'liltthe', 'first', 'rap', 'acts', 'ireland', 'emerged', 'early', 'taken', 'music', 'culture', 'start', 'flourishing']",Positive
6111,119,Phone Manners,Are there times when you think using your phone while you’re with other people is rude?,"['phone', 'mannersare', 'times', 'think', 'using', 'phone', 'people', 'rude']",Negative
6112,1316,American Allies React: ‘The Whole World Should Be Concerned’,"John Bolton, the next national security adviser, is likely to reinforce Mr. Trump’s instincts to dump the Iran nuclear deal and to confront North Korea, raising fears of instability.","['american', 'allies', 'react', 'whole', 'world', 'concernedjohn', 'bolton', 'next', 'national', 'security', 'adviser', 'likely', 'reinforce', 'mr', 'trump', 'instincts', 'dump', 'iran', 'nuclear', 'deal', 'confront', 'north', 'korea', 'raising', 'fears', 'instability']",Negative
6113,820,"Macron-Trump, a Friendship That Must Deliver","As Trump surrounds himself with hawks, Macron may be a bulwark against disaster.","['macron', 'trump', 'friendship', 'must', 'deliveras', 'trump', 'surrounds', 'hawks', 'macron', 'may', 'bulwark', 'disaster']",Positive
6114,743,Make Sure Your Dream Home Isn’t a Nightmare,"If you think you’ve found your dream house, be sure to hire a professional to check everything out before you commit.","['make', 'sure', 'dream', 'home', 'nightmareif', 'think', 'found', 'dream', 'house', 'sure', 'hire', 'professional', 'check', 'everything', 'commit']",Neutral
6115,1014,The Expectant Homeowner,"Closing on a home sale can be a long and grueling process, and first-time buyers often don’t realize all the things that can go wrong.","['expectant', 'homeownerclosing', 'home', 'sale', 'long', 'grueling', 'process', 'first', 'time', 'buyers', 'often', 'realize', 'things', 'go', 'wrong']",Negative
6116,579,What Activities Make You Feel Most Alive?,"What exhilarates, invigorates or challenges you so much you feel more alive?","['activities', 'make', 'feel', 'alivewhat', 'exhilarates', 'invigorates', 'challenges', 'much', 'feel', 'alive']",Neutral
6117,1713,The Rookie Challenge,"Tax law changes, low inventory and tight credit may present extra hurdles this year for people buying their first homes.","['rookie', 'challengetax', 'law', 'changes', 'low', 'inventory', 'tight', 'credit', 'may', 'present', 'extra', 'hurdles', 'year', 'people', 'buying', 'first', 'homes']",Neutral
6118,2070,"#MeToo Inspires, but Change Won’t Come Easy","Corporations, entrepreneurs and lawmakers are stepping up efforts to prevent sexual harassment and expand worker protections. Is it enough?","['metoo', 'inspires', 'change', 'come', 'easycorporations', 'entrepreneurs', 'lawmakers', 'stepping', 'efforts', 'prevent', 'sexual', 'harassment', 'expand', 'worker', 'protections', 'enough']",Neutral
6119,1158,Chief of W.T.O. Worries About Its Role as Peacekeeper as a Trade War Brews,"In announcing tariffs on Chinese goods, President Trump bypassed the body founded 23 years ago to keep the peace in global commerce.","['chief', 'worries', 'role', 'peacekeeper', 'trade', 'war', 'brewsin', 'announcing', 'tariffs', 'chinese', 'goods', 'president', 'trump', 'bypassed', 'body', 'founded', 'years', 'ago', 'keep', 'peace', 'global', 'commerce']",Positive
6120,918,Revisions to the Airport Experience,"A look at what’s new, including apps that enable travelers to order food and headphones at their departure gate, more biometric boarding, and higher fees for some United States passport applicants. ","['revisions', 'airport', 'experiencea', 'look', 'new', 'including', 'apps', 'enable', 'travelers', 'order', 'food', 'headphones', 'departure', 'gate', 'biometric', 'boarding', 'higher', 'fees', 'united', 'states', 'passport', 'applicants']",Neutral
6121,1816,‘It Feels Like Your Life Is on Pause’,One family’s search for an affordable apartment in an increasingly unaffordable city after one of New York City’s deadliest fires.,"['feels', 'like', 'life', 'pauseone', 'family', 'search', 'affordable', 'apartment', 'increasingly', 'unaffordable', 'city', 'one', 'new', 'york', 'city', 'deadliest', 'fires']",Positive
6122,441,Seth Meyers on Trump vs. Biden: ‘Can You Imagine That Fight?’,Meyers and other hosts had fun speculating about how actual fisticuffs between the tough-talking political septuagenarians would play out.,"['seth', 'meyers', 'trump', 'vs', 'biden', 'imagine', 'fightmeyers', 'hosts', 'fun', 'speculating', 'actual', 'fisticuffs', 'tough', 'talking', 'political', 'septuagenarians', 'would', 'play']",Positive
6123,995,The White Southern Anti-Trump,Mayor Mitch Landrieu of New Orleans defends the values Trump trashes.,"['white', 'southern', 'anti', 'trumpmayor', 'mitch', 'landrieu', 'new', 'orleans', 'defends', 'values', 'trump', 'trashes']",Positive
6124,2502,‘Race’ in The Age Of Modern Genetics,"If scientists avoid discussing the topic candidly, racist theories will fill the vacuum.","['race', 'age', 'modern', 'geneticsif', 'scientists', 'avoid', 'discussing', 'topic', 'candidly', 'racist', 'theories', 'fill', 'vacuum']",Neutral
6125,708,Canada’s health care puzzle,"A mix of pride, defensiveness and terror of an American-style system makes it hard for Canada to admit where it falls short.","['canada', 'health', 'care', 'puzzlea', 'mix', 'pride', 'defensiveness', 'terror', 'american', 'style', 'system', 'makes', 'hard', 'canada', 'admit', 'falls', 'short']",Negative
6126,1171,A Place of Healing,"In the farm rows bursting with life, I realized that the answer to grief was not in locking myself away but in opening myself to whatever came next.","['place', 'healingin', 'farm', 'rows', 'bursting', 'life', 'realized', 'answer', 'grief', 'locking', 'away', 'opening', 'whatever', 'came', 'next']",Negative
6127,1034,French Hostage Standoff Ends With Four Dead,"The authorities said Lt. Col. Arnaud Beltrame had traded himself for a hostage held by the gunman, who claimed to be acting on behalf of the Islamic State.","['french', 'hostage', 'standoff', 'ends', 'four', 'deadthe', 'authorities', 'said', 'lt', 'col', 'arnaud', 'beltrame', 'traded', 'hostage', 'held', 'gunman', 'claimed', 'acting', 'behalf', 'islamic', 'state']",Negative
6128,1635,"Trump Seethes, but Signs Bipartisan Spending Plan","The president said he signed the bill, which he denigrated as “crazy,” because it increased military spending. He also complained that it failed to address immigration issues and a border wall.","['trump', 'seethes', 'signs', 'bipartisan', 'spending', 'planthe', 'president', 'said', 'signed', 'bill', 'denigrated', 'crazy', 'increased', 'military', 'spending', 'also', 'complained', 'failed', 'address', 'immigration', 'issues', 'border', 'wall']",Negative
6129,1125,Bolton’s PAC Reaped Harvest of Facebook Data to Target Voters,The political action committee founded by John Bolton hired Cambridge Analytica specifically to develop psychological profiles of voters — and it knew the firm was using Facebook data.,"['bolton', 'pac', 'reaped', 'harvest', 'facebook', 'data', 'target', 'votersthe', 'political', 'action', 'committee', 'founded', 'john', 'bolton', 'hired', 'cambridge', 'analytica', 'specifically', 'develop', 'psychological', 'profiles', 'voters', 'knew', 'firm', 'using', 'facebook', 'data']",Neutral
6130,938,Tools for Tiny Living,"When you live in a small home, pint-sized appliances can help you live well in your limited space.","['tools', 'tiny', 'livingwhen', 'live', 'small', 'home', 'pint', 'sized', 'appliances', 'help', 'live', 'well', 'limited', 'space']",Neutral
6131,1503,"The Plot Is Fake, but the Painter Is Real","The final season of the FX spy drama has a new asset, the Brooklyn painter Alyssa Monks. And her influence is felt throughout.","['plot', 'fake', 'painter', 'realthe', 'final', 'season', 'fx', 'spy', 'drama', 'new', 'asset', 'brooklyn', 'painter', 'alyssa', 'monks', 'influence', 'felt', 'throughout']",Negative
6132,1361,It’s an Odd Time to Fight Globalization,"The world economy became more interconnected in the 1990s and 2000s, delivering immediate pain to rich countries, along with benefits that only now are starting to be more apparent.","['odd', 'time', 'fight', 'globalizationthe', 'world', 'economy', 'became', 'interconnected', 'delivering', 'immediate', 'pain', 'rich', 'countries', 'along', 'benefits', 'starting', 'apparent']",Neutral
6133,439,"Not Strictly Salad, but Close Enough","The chef Ilene Rosen’s new book, “Saladish,” redefines what a salad can be, using modern combinations of ingredients, textures and tastes.","['strictly', 'salad', 'close', 'enoughthe', 'chef', 'ilene', 'rosen', 'new', 'book', 'saladish', 'redefines', 'salad', 'using', 'modern', 'combinations', 'ingredients', 'textures', 'tastes']",Neutral
6134,1114,‘Conflict Is More Profitable Than Peace’ ,Perhaps the most devastating blow anyone can suffer is to lose a child. In the Central African Republic it happens all the time. Welcome to the world's most neglected crisis. ,"['conflict', 'profitable', 'peaceperhaps', 'devastating', 'blow', 'anyone', 'suffer', 'lose', 'child', 'central', 'african', 'republic', 'happens', 'time', 'welcome', 'world', 'neglected', 'crisis']",Negative
6135,1042,Why Beijing’s Response  Has Been Rather Muted,"China responded to Trump’s action by announcing tariffs on $3 billion worth of U.S. products, a relatively modest amount. But it has more weapons in its arsenal.","['beijing', 'response', 'rather', 'mutedchina', 'responded', 'trump', 'action', 'announcing', 'tariffs', 'billion', 'worth', 'products', 'relatively', 'modest', 'amount', 'weapons', 'arsenal']",Positive
6136,1166,"President Unbound, Aides Bewildered, Capital Reeling","President Trump’s head-spinning moves on national security, the budget and trade left Washington reeling and a bewildered sense of resignation in the West Wing.","['president', 'unbound', 'aides', 'bewildered', 'capital', 'reelingpresident', 'trump', 'head', 'spinning', 'moves', 'national', 'security', 'budget', 'trade', 'left', 'washington', 'reeling', 'bewildered', 'sense', 'resignation', 'west', 'wing']",Negative
6137,1118,"A Stakeout, a Low-Speed Chase, and Then, ‘Bomb, Bomb, Bomb!’",Federal marshals described how they located and took down the suspect of a weekslong bombing campaign in Austin.,"['stakeout', 'low', 'speed', 'chase', 'bomb', 'bomb', 'bombfederal', 'marshals', 'described', 'located', 'took', 'suspect', 'weekslong', 'bombing', 'campaign', 'austin']",Negative
6138,1020,When Republicans Shunned Bolton,He was feared for twisting intelligence to back his bellicosity and for trying to remove anyone who objected.,"['republicans', 'shunned', 'boltonhe', 'feared', 'twisting', 'intelligence', 'back', 'bellicosity', 'trying', 'remove', 'anyone', 'objected']",Neutral
6139,250,Friday Night Music: Lucius at Town Hall,Getting back to a blog tradition,"['friday', 'night', 'music', 'lucius', 'town', 'hallgetting', 'back', 'blog', 'tradition']",Neutral
6140,827,John Bolton  Is Right About The U.N.,A never-ending scandal disguised as an everlasting hope.,"['john', 'bolton', 'right', 'na', 'never', 'ending', 'scandal', 'disguised', 'everlasting', 'hope']",Positive
6141,1621,The Tragedy of Hubert Humphrey,"If he had won in 1968, the Vietnam War would have ended sooner, and America would be a much different place today.","['tragedy', 'hubert', 'humphreyif', 'vietnam', 'war', 'would', 'ended', 'sooner', 'america', 'would', 'much', 'different', 'place', 'today']",Negative
6142,847,Biden  And Trump  Talk Trash,It’s always nice to think about a different president.,"['biden', 'trump', 'talk', 'trashit', 'always', 'nice', 'think', 'different', 'president']",Positive
6143,1063,Homer and Others,"Byron Walden, Saturday siren, seduces us into deep puzzle waters.","['homer', 'othersbyron', 'walden', 'saturday', 'siren', 'seduces', 'us', 'deep', 'puzzle', 'waters']",Neutral
6144,853,"After the March, Follow This Gun Reform Battle Plan","When you finish marching this weekend, march into the congressional districts where you can actually make a difference.","['march', 'follow', 'gun', 'reform', 'battle', 'planwhen', 'finish', 'marching', 'weekend', 'march', 'congressional', 'districts', 'actually', 'make', 'difference']",Positive
6145,1607,"When the Bombs Explode, There Is Work to Be Done","A Times reporter in Kabul has experienced eight suicide bombings since 2016, seven in the last year. Sick of it, she still goes to the scene. “If I don’t, who will?”","['bombs', 'explode', 'work', 'donea', 'times', 'reporter', 'kabul', 'experienced', 'eight', 'suicide', 'bombings', 'since', 'seven', 'last', 'year', 'sick', 'still', 'goes', 'scene']",Negative
6146,903,Support for Gun Control Seems Strong. But It May Be Softer Than It Looks.,The new activists are hoping the old patterns of weak support will change. ,"['support', 'gun', 'control', 'seems', 'strong', 'may', 'softer', 'looksthe', 'new', 'activists', 'hoping', 'old', 'patterns', 'weak', 'support', 'change']",Positive
6147,2061,Humans of Quebec: Portraits of Those I Met on My Road Trip,"After 10 days on the road, these are some of the Quebecers our newest Canada correspondent, Dan Bilefsky, won’t forget.","['humans', 'quebec', 'portraits', 'met', 'road', 'tripafter', 'days', 'road', 'quebecers', 'newest', 'canada', 'correspondent', 'dan', 'bilefsky', 'forget']",Neutral
6148,1785,"In Sweden, Preschools Teach Boys to Dance, and Girls to Yell","The state curriculum urges teachers to “counteract traditional gender roles,” and at one school, girls are encouraged to shout “No!” and boys run the play kitchen.","['sweden', 'preschools', 'teach', 'boys', 'dance', 'girls', 'yellthe', 'state', 'curriculum', 'urges', 'teachers', 'counteract', 'traditional', 'gender', 'roles', 'one', 'school', 'girls', 'encouraged', 'shout', 'boys', 'run', 'play', 'kitchen']",Neutral
6149,430,What Can I Do to Keep My Super From Using Nasty Cleaning Products?,What can be done when a tenant worries about the health hazards of a building’s cleaning routine?,"['keep', 'super', 'using', 'nasty', 'cleaning', 'productswhat', 'done', 'tenant', 'worries', 'health', 'hazards', 'building', 'cleaning', 'routine']",Negative
6150,880,Variety: Cryptic Crossword,Richard Silvestri brings us a new cryptic crossword.,"['variety', 'cryptic', 'crosswordrichard', 'silvestri', 'brings', 'us', 'new', 'cryptic', 'crossword']",Positive
6151,1254,Trade and the Cities (Wonkish),Think running a surplus makes you a winner? Not within America.,"['trade', 'cities', 'wonkishthink', 'running', 'surplus', 'makes', 'winner', 'within', 'america']",Positive
6152,1525,Call for Privacy Hands a Crisis To Tech Giants,"Internet companies were built on a model in which people gave up their information for free services. Now, that idea is under siege.","['call', 'privacy', 'hands', 'crisis', 'tech', 'giantsinternet', 'companies', 'built', 'model', 'people', 'gave', 'information', 'free', 'services', 'idea', 'siege']",Negative
6153,914,Stop Asking About College,“Have you guys made your list yet?” everyone asks. I hate this question. “We” aren’t going to college; my daughter is.,"['stop', 'asking', 'collegehave', 'guys', 'made', 'list', 'yet', 'everyone', 'asks', 'hate', 'question', 'going', 'college', 'daughter']",Negative
6154,1031,Deleting Facebook Won’t Fix It,Getting rid of your Facebook account will only offload the platform’s problems onto someone else.,"['deleting', 'facebook', 'fix', 'itgetting', 'rid', 'facebook', 'account', 'offload', 'platform', 'problems', 'onto', 'someone', 'else']",Negative
6155,825,A Hawk Takes Flight,"With John Bolton, Trump turns to Cheneyism.","['hawk', 'takes', 'flightwith', 'john', 'bolton', 'trump', 'turns', 'cheneyism']",Positive
6156,1108,"Francis, the Anti-Strongman","In our authoritarian age, the pope offers a different model of power.","['francis', 'anti', 'strongmanin', 'authoritarian', 'age', 'pope', 'offers', 'different', 'model', 'power']",Negative
6157,1241,Why Lyndon Johnson Dropped Out,"He had known for years that the Vietnam War would destroy him. In March 1968, it did.","['lyndon', 'johnson', 'dropped', 'outhe', 'known', 'years', 'vietnam', 'war', 'would', 'destroy', 'march']",Negative
6158,976,New York Forgets Its Juvenile Lifers,"A new lawsuit challenges the parole board’s routine denials, even to those who have served decades and pose little or no safety risk.","['new', 'york', 'forgets', 'juvenile', 'lifersa', 'new', 'lawsuit', 'challenges', 'parole', 'board', 'routine', 'denials', 'even', 'served', 'decades', 'pose', 'little', 'safety', 'risk']",Negative
6159,885,Are You Really In Love if It’s Not on Instagram?,Your #weekiversary posts are lame.,"['really', 'love', 'instagramyour', 'weekiversary', 'posts', 'lame']",Neutral
6160,920,Bolt the Oval Against Bolton,"After years of mocking his Republican predecessor, is President Trump now following in W.’s pre-emptive footsteps?","['bolt', 'oval', 'boltonafter', 'years', 'mocking', 'republican', 'predecessor', 'president', 'trump', 'following', 'pre', 'emptive', 'footsteps']",Neutral
6161,880,Stop Shielding Gun Makers,The firearms industry cannot be held legally accountable for the mayhem their weapons cause. That needs to change.,"['stop', 'shielding', 'gun', 'makersthe', 'firearms', 'industry', 'cannot', 'held', 'legally', 'accountable', 'mayhem', 'weapons', 'cause', 'needs', 'change']",Neutral
6162,2106,Porn Star Suing Trump Is Known For Her Ambition: ‘She’s the Boss’,"To many in the capital, the pornographic film actress has become an unexpected force. But those who know her well view the moment differently.","['porn', 'star', 'suing', 'trump', 'known', 'ambition', 'bossto', 'many', 'capital', 'pornographic', 'film', 'actress', 'become', 'unexpected', 'force', 'know', 'well', 'view', 'moment', 'differently']",Positive
6163,1841,"With Passion and Fury, Students March on Guns","The young people, as they seized the nation’s attention, vowed that their grief about school shootings and their frustration with adults’ inaction would power a new generation of activism.","['passion', 'fury', 'students', 'march', 'gunsthe', 'young', 'people', 'seized', 'nation', 'attention', 'vowed', 'grief', 'school', 'shootings', 'frustration', 'adults', 'inaction', 'would', 'power', 'new', 'generation', 'activism']",Negative
6164,151,Going to the Big Boards,"With one more puzzle for all solvers to do, Junior division competitor Erik Agard leads the pack. Will there be an upset this year?","['going', 'big', 'boardswith', 'one', 'puzzle', 'solvers', 'junior', 'division', 'competitor', 'erik', 'agard', 'leads', 'pack', 'upset', 'year']",Neutral
6165,1312,"In Rome, Potholes  Can Swallow Your S.U.V.","A pothole epidemic has turned the streets of Rome, the city that built an empire on its roads, into an embarrassing mess.","['rome', 'potholes', 'swallow', 'va', 'pothole', 'epidemic', 'turned', 'streets', 'rome', 'city', 'built', 'empire', 'roads', 'embarrassing', 'mess']",Negative
6166,1116,Trump’s Trans Ban Shows Who He Really Is,The Pentagon doesn’t want it. The military doesn’t need it. Only bigotry explains it.,"['trump', 'trans', 'ban', 'shows', 'really', 'isthe', 'pentagon', 'want', 'military', 'need', 'bigotry', 'explains']",Neutral
6167,1202,Tax Cuts and Wages Redux (Slightly Wonkish),No sign that workers are being helped — and wages might even go down,"['tax', 'cuts', 'wages', 'redux', 'slightly', 'wonkishno', 'sign', 'workers', 'helped', 'wages', 'might', 'even', 'go']",Positive
