articleWordCount,headline,snippet
783,Don’t Worry About Trump’s Tariffs,"They’re not the end of the world, and may even do some good."
2140,Why Are We Surprised When Buddhists Are Violent?,The image of unshakable peacefulness and tolerance is a Western stereotype that defies history and simplifies human nature.
1115,The Real Reason the Investor Class Hates Pensions,It’s not about a funding crisis — it’s about turning retirement savers into passive investors.
1044,"To Help Children Sleep, Go Dark",A new study suggests that exposure to bright light before bedtime can throw children’s body clocks out of whack.
1035,"To Cut Weight: Lose the Diet, Find a Lifestyle","I read nutrition labels before I buy anything in a package, I practice portion control, and I exercise and weigh myself every day."
433,What Is Your Reaction to This Year’s Academy Awards?,Do you think the most deserving nominees won Oscars?
225,What the Heck Is That?: SAZERAC,A look at one of the most revealed entries from the past week of crosswords.
1406,Fast-Moving Yellow Fever Circles Brazil’s Cities,"With an outbreak in its second year, officials are trying to vaccinate 23 million people against the virus. The government was slow to act, critics say."
1267,Much More Than That Cardigan,"The public television show, a fixture for generations of children, made its national debut in 1968. PBS will celebrate the anniversary with a special."
1234,A Linguistic Melting Pot That Can Still Boil Over,"The city, an emblem of a bilingual, multicultural Canada, nevertheless remains buffeted by the cultural battles of the past."
2915,The New Vanguard,Our critics chose 15 remarkable books by women that are shaping the way we read and write fiction in the 21st century.
1642,"Yes, You Can Cook Over a Geyser","The island nation’s geothermal heat is often used to bake bread, but our writer wondered if it could fire a whole meal — then set out to do that."
552,Drawn From the Pages of His Life,Time runs in circles in Mr. Kelly’s autobiographical memory play at La MaMa.
856,A Supercolony of Penguins Has Been Found Near Antarctica,"Satellite images and a drone discovered about 1.5 million Adélie penguins living in the Danger Islands, one of two species whose habitats require ice."
1613,Should Children Play Football?  Family Courts Act as Referees,Divorced parents in Pittsburgh are in a legal dispute over whether their 17-year-old son should be allowed to play football.
1488,Bring Back Asylums?,"There are far too few psychiatric beds in the United States, researchers say. But debate rages over what to do with those who require long-term care."
221,Heart: Extend Life With Exercise,"In patients with coronary heart disease, exercise lowered the risk of dying, while weight loss did not."
1446,‘A Neutral Guy’ Steering Closer To Israel’s Side,"Hosting Prime Minister Benjamin Netanyahu of Israel, the president said he still had “a good chance” of forging peace, but a deal seems further away than ever."
531,This Hummingbird Chirps Like an Insect. Can It Hear Its Own Sound?,"A South American hummingbird’s noise is well above the normal hearing range of most birds, perhaps to stand out amid the din of other species in its habitat."
1273,De Blasio Names 2nd Schools Chief in One Week,"In his second attempt to replace Carmen Fariña, the mayor selected Richard A. Carranza, the Houston schools superintendent, who accepted at City Hall."
1180,"Women, Booze and the Vote",The appropriation of a feminist theme for selling whiskey to women is nothing if not ironic.
869,Ex-Trump Aide Says He’ll Refuse Grand Jury Order. Or Not.,"Mr. Nunberg set cable news and social media alight after he said he was subpoenaed to go before a grand jury, but was unlikely to appear or provide documents he was ordered to hand over."
1950,"Judge Wants to Solve the Opioid Crisis, and Fast",The Ohio federal judge overseeing hundreds of opioid lawsuits wants a swift settlement with solutions. But first he must tame skeptical legal lions.
604,Donald Trump’s Tunnel Vision,The president has changed his mind about offering federal support for a critical underwater project between New York and New Jersey.
128,How to Stretch a Dollar,At the right register at the right time.
864,A Ranting  Old Guy  With Nukes,Why you should worry when Trump talks tough and stupid on trade.
710,Why Data Nerds Love Election Nights,A senior editor on The Times’s interactive news desk explains why crunching the returns feels a little like a competitive rocket launch.
853,The Chaos After Trump,There won’t be a snap back to the democracy we knew before.
1122,"A Respected Educator, With a Mariachi Song on His Lips",Richard A. Carranza grew up in Arizona and worked his way through college as a musician. He described himself as “a mariachi masquerading as a superintendent.”
1068,Big Investors Could Sway Gunmakers,"Investment firms like Larry Fink’s BlackRock have preached social responsibility. With guns, they can use their influence to achieve it."
838,The Teachers Revolt in West Virginia,"All over the United States, women are leading citizen rebellions."
1458,Trump Resolute As G.O.P. Leaders Criticize Tariffs,"Republicans intensified pressure on President Trump to relent on his steel and aluminum tariffs, while the president indicated he might provide exemptions for certain countries."
1002,Immigrant Women and What’s Left Behind,"The characters in Martyna Majok’s new play come from Poland, Afghanistan, Honduras and elsewhere. Illegal or not, they’re New Yorkers now."
1239,"‘The Alienist’ Season 1, Episode 7: A Devil’s Bargain","Written by the screenwriter, director and novelist John Sayles, this week’s episode swapped action for oratory punch."
881,Part of Who I Am,Bruce Greig makes his New York Times Crossword debut.
845,Italy’s five-star electoral performance,"Italians opt for illiberal chaos, splitting Europe further."
90,Dogs of Instagram,Could your pet be a social media star?
808,These Spiders Hunt Other Spiders,Researchers have identified 18 previously unknown species of Pelican spiders in Madagascar.
562,Do You Think You Might Like Communal Living When You’re an Adult?,Has Starcity invented a housing idea that you think your generation might both need and embrace? Why or why not?
840,Stephen Colbert Is Delighted by Ex-Trump Aide Sam Nunberg’s Media Tour,"The Oscars, a former Trump aide and tariffs were on the minds of late-night comedy hosts as they began the week."
291,Teaching Activities for: ‘National Identity Is Made Up’,What common elements are thought to make up national identity? What evidence is there that this idea is made up?
1592,"Former Terrorist, and Prize Witness, Struggles to Make Ends Meet","Bryant Neal Vinas, a convicted terrorist, thought he would be rewarded for telling the F.B.I. everything he knew. Instead, he is living unprotected in New York."
1559,Highs and Lows in an Artificial American Paradise,"Did our 52 Places Traveler love Disney Springs, Fla.? No. But she did love that other people love it."
1225,Montreal’s Not-So-Secret Chord,"More than a year after his death, the poet, novelist and singer-songwriter is experiencing a cultural resurgence in the city of his birth."
1248,"Fighting Poverty, Drugs and Even Violence, All on a Teacher’s Salary","For more than a century, major teacher strikes like the one in West Virginia have come as educators have been asked to shoulder society’s biggest challenges and ills."
1274,Exposed: Ways to Remedy a Lagging Brick Wall,To paint or not to paint? Experts offer advice on how to deal with an exposed brick wall that doesn’t have a nice patina.
1522,Conservatives Find New Foil In Culture Wars: Silicon Valley,A new documentary from Peter Schweizer — the man who gave the world “Clinton Cash” — signals a revised strategy for conservatives in the culture wars.
1685,‘Decolonizing’ Roller Derby? Team Indigenous Takes Up the Challenge,"Meet the roller derby athletes who are “reclaiming” their space, promoting female empowerment and standing up for indigenous people."
1490,Who Threw Westmoreland Under the Bus?,"In calling for more troops, the general wasn’t guilty of hubris. He was guilty of naïveté."
788,Who’s in Charge in West Virginia?,The lack of political leadership explains why the teachers’ strike drags on.
1052,Brands that define luxury,"Rolls-Royce and Bentley, the cars of royalty and deep wealth, will be bringing several of their models to the show and will unveil a few surprises."
927,Here to Help; How to Talk to Your Child’s Doctor About Alternative Medicine,"Alternative therapies can pose risks, so it’s important to discuss them with your pediatrician."
1179,How Much Can Primaries Predict the General Election?,"In early voting for Tuesday’s primary in Texas, Democratic voters have far outnumbered Republicans, a sign of a partisan gap in enthusiasm."
586,Sound Barriers: The Shape of Your Ears Affects What You Hear,"We’re able to locate sound because our brains grasp the shape of our ears. When that shape changes, we need time and practice to adapt."
1159,Modern Art and Lame Duck,A Chinese restaurant famous for Peking duck has lost some of its quack on the way to New York.
1924,Fans of a Chef Go All In,"The cuisine of India’s best-known chef, Sanjeev Kapoor, is being brought to California by a couple with no culinary experience but plenty of passion."
815,Jurors in Corruption Trial Are Deadlocked. Judge Says Keep Trying.,"Three jurors in the trial of Joseph Percoco asked to be dismissed, citing “fundamental differences.” The judge sent them back to the jury room."
510,Google Researchers Say They’re Learning How Machines Learn,So-called neural networks have greatly advanced artificial intelligence. But understanding how computers make their decisions can be difficult.
235,The Best Way to Monitor Your Blood Pressure? Do It Yourself,People who monitor their own blood pressure tended to get better control than those who relied on their doctor.
737,Some Hope From North Korea,It seems President Moon Jae-in of South Korea got what Washington has asked for: an agreement to consider eliminating nuclear weapons.
569,My Grandfather’s Memory Book,"When he died, Byron Levy left behind a vast inheritance — of drawings."
613,OpenTable Says Employee Used Rival Service to Book Hundreds of Fake Restaurant Reservations,"The company said the employee, who was fired, acted alone and that the restaurants would be reimbursed for the fraudulent no-shows."
2353,"Alan Gershwin, Who Built Career on Claim to a Famous Father, Dies at 91","For decades he insisted that he was the illegitimate (and look-alike) son of George Gershwin, and despite the skeptics, he made a career out of that claim."
1731,Top Economic Adviser to Quit After Tariff Dispute,Mr. Cohn had made clear his opposition to the steel and aluminum tariffs that Mr. Trump plans to impose. It’s the latest departure from a White House in chaos.
690,F.D.A. Approves a Gene Test for Cancer,The genetic testing service 23andMe is now authorized to report the mutations to its customers.
892,"For the Mayor, a Crash That Killed 2 Children Strikes Close to Home","The absence of charges in the deaths of the children inflamed tensions between traffic advocates and the police, with the mayor in the middle."
1330,Adviser to U.A.E. Is Cooperating In Mueller’s Inquiry Into Russia,"The special counsel has asked about the role of the adviser, George Nader, in a January 2017 meeting in the Seychelles involving a Russian investor and a Trump transition adviser."
1413,Exaggerated  And Misleading Claims on Trade,"The president’s claims about enormous trade deficits, tariffs and the World Trade Organization are overstated and contradicted by his own economic report."
933,‘Millennial’ Means Nothing,Our insistence on ascribing characteristics to entire generations is silly and can actually be harmful.
1314,U.S. and China Battle for Edge In Technology,The conflict over access to emerging technologies has become painfully clear with the attempt at a hostile takeover of the American chip maker Qualcomm.
1130,No Quick Fix for Mental Illness,Short periods of involuntary confinement won’t stop school shooters or help people like my child.
690,"In Nanny Trial, a Jury Views Photographs  Of a ‘Horrendous’ Scene","After viewing the images, one of the jurors asked to be dismissed, saying he did not believe he could be fair and impartial. The judge excused him."
1188,An Important Voice for Free Trade Proponents Goes Silent,Gary D. Cohn in effect served as a proxy for the business wing of the Republican Party as it fought what may be a losing battle against new tariffs on steel and aluminum imports.
1241,Trump Is in Familiar Predicament,North Korea’s offer to put its nuclear weapons on the bargaining table opens the door to negotiations of unpredictable length and inevitable complexity.
764,Turn Prisons Into Colleges,Imagine if prisoners sat in classrooms learning about climate science or poetry — just like college students. Or even with them.
1262,Memo to the  President on  Saudi Arabia,Crown Prince Mohammed bin Salman has a huge upside — and downside. Get to work on the upside.
1517,Offer From North Korea To Enter Nuclear Talks  With U.S. Raises Hopes,South Korea says the North is open to negotiations with the United States over its nuclear program but wants military threats eliminated and its security guaranteed.
569,Gary Cohn Joins the Exodus,Cranks and nationalists are ascendant in the White House.
1264,Justice Dept. Sues California Over State Immigration Laws,"Three state laws make it impossible for federal immigration officials to deport criminals born outside the United States, the Justice Department said in a lawsuit."
1041,Driving Test Challenge,"The return of the J.A.S.A. crossword constructing class, ably assisted by Natan Last and Andy Kravis."
634,"A Cross-Generational Friendship, Thanks to an ‘Annie Hall’ Remake","“Annie Hall” had been one of my favorite movies, but I was more drawn by the generational drama playing out among the new film’s principals."
827,"Texas Democrats Surge to Polls, in Show of Anti-Trump Sentiment","Even as Democrats in the state’s population centers came out in large numbers, Republicans still cast more ballots over all thanks to their rural strength."
91,Family Tree,How interested are you in your ancestry?
733,The Earliest Days of American Photography,A new exhibition at the J. Paul Getty Museum in Los Angeles looks at the complex — and sometimes even illicit — history of photography in the United States.
516,Should the Voting Age Be Lowered to 16?,Could brain science support the argument for lowering the voting age in the United States?
1739,"Yesterday’s News Today: Deep, Informed, Accurate and Inky",Our tech columnist tried to skip digital news for a while. His old-school experiment led to three main conclusions.
994,"Suddenly, the G.O.P. Remembers All Its Doubts on Trump","On guns and now trade, President Trump’s public positions have reminded G.O.P. leaders that they can never be 100 percent certain of what they’re going to get with him."
1036,A Champion of American Art,The curator Barbara Haskell marks 43 years as a curator that have taken her from Claes Oldenburg in Pasadena to “American Gothic and Other Fables” in New York.
2385,Angels Onstage. Devils in the Details.,"With “Angels in America” about to reopen on Broadway, the 61-year-old playwright is feeling serene — at least by his own intense standards. Don’t get him started on the president, though."
1837,"Feeble, Little Time to Live, and Still Stuck Behind Bars",Federal inmates who are aging or very sick can ask for “compassionate release.” Hundreds have died waiting for an answer.
1602,Simon and Garfunkel Remember It Well,"The cookie-cutter houses haven’t changed in decades, but much else in the neighborhood has, including the population’s diversity — and the prices."
1387,The Autumn of the Oscars,"All of us, liberal and conservative, will be sorry when they don’t matter anymore."
773,Behind the Selfie,"When we look in a mirror or share a photo of ourselves, who do we see?"
889,Being a Sober Parent in a Wine Mom Culture,"As the opioid crisis draws attention to the impact of addiction on families, there may be a path to a new openness to sober parenting."
868,"To Boost Sports Performance (and Annoy Your Opponents), Grunt",Emitting a high-decibel grunt or squeal while striking a backhand or uncorking a swirling roundhouse kick could give you an edge.
942,"Cranberries, T-Shirts and Bourbon: E.U. Vows Array of Tariffs to Fight Trump’s",European Union officials announced the retaliatory moves it would take if the U.S. imposed levies on imported steel and aluminum.
1420,Kim’s Arsenal Now Includes Diplomatic Charm,"Kim Jong-un’s meeting with South Korean envoys was a remarkable shift, just months after he raised fears of nuclear war."
881,U.S. Holocaust Museum Revokes Award Over Rohingya Crisis,"Myanmar’s civilian leader has failed “to condemn or stop the military’s brutal campaign” against the minority Rohingya population, the museum said."
743,"$650,000 Homes in Massachusetts, Texas and Pennsylvania","A country house in West Stockbridge, a ranch-style home in Austin and an old stone carriage house in Philadelphia."
956,House Hunting in … Scotland,"The greater Glasgow housing market is very active, with an inventory shortage driving up prices — but not when it comes to castles."
1001,Proposal to Limit Traffic Adds $50 Charge to Uber,"Imposing a surcharge of $20 to $50 per hour to use for-hire vehicles in Manhattan — on top of the current fare — would reduce congestion, a new report says."
901,Low-Cost Housing Pioneer Wins Pritzker,"Balkrishna Doshi, who won this year's Pritzker Prize, asks: “What is the role of an architect today, or are we going to be useful to the society at large?”"
1065,Canada’s Tech Scene: Much More Than the Instant Pot,"Ian Austen, a correspondent in Canada for The New York Times, chronicles the ups and downs of the country’s high-tech industry."
1584,Forests Protect the Climate. A Future With More Storms Would Mean Trouble.,"With an increase in extreme weather expected in the years to come, forests could be changed permanently as the world continues to warm."
1502,How the Spoils Were Doled Out to Trump Campaign Workers and Allies,"Presidents have 4,000 federal jobs to fill. Mr. Trump has turned to campaign staff, lobbyists and conservatives, some lacking relevant experience, a ProPublica tally shows."
378,A Fashion Blogger  With a Message,"Hoda Katebi is the founder of Joojoo Azad, a politically charged fashion blog that challenges stereotypes of hijab-wearing Muslim women."
1110,Cohn’s Departure Widens Policy Rift Between Party and President,"The loss of Mr. Cohn, who carried the banner for free trade and free markets in the White House, portends more populist trade and economic policies to come."
1165,"Nerve Agent Was Used in Poisoning of Russian Ex-Spy, British Police Say","A chemical weapon sickened Sergei Skripal and his daughter, Yulia, heightening suspicions that Russia was responsible."
1244,Sessions Scolds California in Immigration Speech: ‘We Have a Problem’,"The attorney general announced a suit claiming the state’s immigrant-protection laws violated federal law, while Gov. Jerry Brown struck back in his own appearance."
1081,Yale Student Is Found Not Guilty in a Rare College Rape Trial,"Lawyers for the accused man, Saifullah Khan, worked relentlessly to discredit the complainant’s account, sowing what a juror called “sufficient doubt.”"
1692,Exemptions Seen As Way to Handle Tariff for Allies,The administration is expected to formally announce tariffs on Thursday despite pushback from Republican lawmakers and as officials began signaling carve-outs for certain countries.
218,"For Arthritis Pain, Nonopioid Drugs Work as Well as Opioids","Opioids are no better than over-the-counter pain relievers for relief of arthritic back, hip or knee pain."
571,The Weird World Inside a Pitcher Plant,"A species of pitcher plant found in Singapore isn’t very good at dissolving the prey it catches, but it gets nutritional help from worm larvae that live and eat within its maws."
866,Gary Cohn’s Breaking Point,His resignation is a warning to all Republicans.
871,The West Virginia Teacher Strike Was Just the Start,"A statewide walkout has ended in West Virginia, but may mobilize other teachers to take action for better pay."
2883,The Power to Change the World: A Teaching Unit on Student Activism in History and Today,How much of a difference can young people make in addressing the problems our society faces? What makes their voices uniquely powerful?
222,Probiotics and Fish Oil During Pregnancy May Curb Allergies in Kids,Omega-3s and probiotics during pregnancy and breast-feeding may reduce risk for food allergies and eczema in early childhood.
973,Nunberg Says He’s Ready to Cooperate,"Mr. Nunberg, who was one of the first people to take the idea of a Trump campaign seriously, would be in a position to tell the special counsel about the Trump campaign’s origins."
147,Touch of Home on Wall Street,A friendly face in a confusing neighborhood.
917,"Porn Actress’s Trump Claims Shift, Noisily, to Legal System",The order was obtained last week to keep the woman quiet about an affair she is alleged to have had with President Trump.
1200,Potential Complications in Asking Witnesses if They Had Been ‘Nice’,"Experts say the conversations most likely do not constitute witness tampering, but they show how the president has ignored advice to avoid the appearance of interfering."
771,New Consideration for Old Trends,"A new column in the Styles section revisits features from five, 10 and even 20 years ago to measure cultural progress — or lack thereof."
818,"Mr. Trump, Here’s a Hero; It’s Your Turn!","A 15-year-old stood up to the Parkland gunman, yet the president won’t stand up to the N.R.A."
1087,North Atlantic Right Whales Are Near Extinction. We Can Avert It.,"Ship collisions and entanglements with fishing gear now endanger these whales, once the prey of hunters."
1196,"Not Gun Control, but Alarms, Cameras and Bulletproof Doors","The House plans to vote next week on legislation to beef up security at the nation’s schools, but Democrats accused Republicans of diverting attention from guns."
1260,Aides’ Exodus Leaves Trump To His Instinct,"As aides head for the doors in record numbers, President Trump increasingly relies on his own judgment, in effect operating a presidency of one."
1453,"Behind Xi’s Power Grab: Stealth, Speed and Guile",Mr. Xi basked in applause at the opening of China’s parliament. But his plan to end presidential term limits showed his mastery of back-room politics.
1020,Poking Fun and Punching Holes,"Bruce Norris’s latest play, an Colonial picaresque, reminds us that in cynical times, a swig of misanthropy can raise the spirits."
302,The Snow Before the Storm,Photographers captured the nor’easter in its early stages — before it had a chance to make a mess.
688,A Sucker for Vampire Stories,Jim Quinlan drawls us a puzzle.
1458,‘The Assassination of Gianni Versace’ Episode 7: Asians With Attitude,"An ailing Gianni Versace gives his sister, Donatella, a larger role, as Andrew Cunanan pursues wealthy gay patrons in San Diego."
2130,‘I Hope  I’ll Stick  Around  For a  While’,"He became well known in America in less than a month. After his figure-skating Olympic bronze, what’s next? We grilled him about where he’s going."
713,How the ‘Overlooked’ Project Was Born,It all began when I stumbled upon a reference to the woman who introduced tennis to America — and found she had not received a Times obit.
971,How to Cut Down on Unwanted Junk Mail,Unsubscribing from unwanted physical mail is almost as easy as unsubscribing from email spam.
57,Peek,What story could this image tell?
967,A Trade Skirmish May Not Mean a Trade War Is Near,"The Trump administration has been aggressive, but so far it has followed the rules of the game."
237,Teaching Activities for: ‘Google Researchers Are Learning How Machines Learn’,Is the computer mind any easier to understand than the human one?
1000,"Beauty, Pride and Power in Photos by Lola Flash","A retrospective of Lola Flash’s 32-year career is at the Pen and Brush Gallery in Manhattan, showcasing work that delves into questions of identity, race and gender."
543,Should Prisons Offer Incarcerated People Education Opportunities?,Elizabeth Hinton writes that “education is a civil right that improves society and increases civic engagement.” Do you agree?
1349,Crisis Below the Streets Masks Headaches Above,An increasingly loud drumbeat of transit advocates have demanded the city’s troubled bus system be tackled with the same enthusiasm as the subway.
1733,36 Hours in Auckland,"The New Zealand city is laid-back and outdoorsy, but its sophistication shines in its expanding art scene, thriving fashion industry and a new generation of chefs embracing native ingredients. "
2562,Fighting for a Town’s Life,"The dire existence of young athletes in Madison, Ind.: “You just can’t believe this is all happening in one small community.”"
1368,Allies Sign Sweeping Pacific Trade Accord in a Challenge to Trump,Eleven countries signed a slimmed-down version of the Trans-Pacific Partnership as they try to counter Washington’s new protectionism.
778,The Worst People,Trump promised again and again to hire the “best people.” That didn’t happen.
1598,The Myth of Eugene McCarthy,"Yes, he pushed Lyndon Johnson out of the 1968 race. But he was an aloof, uninspiring candidate."
738,"News Changes Fast, but Polls Keep Snapping Back Into Place ",A Republican polling surge has faded. It’s another example of how seeming political shifts have proved ephemeral.
1043,"New Gimmicks, But the Galaxy S9 Mostly Plays It Safe",The new smartphone is packed with gimmicky new features like a personal emoji creator. Don’t be surprised if getting used to those emoji takes what a Samsung executive called “an adjustment period.”
95,Homes for Sale in Manhattan and Brooklyn,"This week’s properties are in Flatiron, the financial district and Bedford Stuyvesant, Brooklyn."
526,How We Identified Burned Villages in the Democratic Republic of Congo,"Historically, these distant conflicts have been difficult to analyze. But new technologies allow us to investigate them in close to real time."
754,Condos With Extras on the Side,"With so many new buildings coming on the market, developers are offering enticements like parking spots and custom closets to sell their last units."
695,The Administration and Birth Control,A recent announcement about funding priorities for a major family planning program hints at retrograde thinking about contraception.
1811,The Natural Style Reaches Into Its Bubbly Past,"This style of sparkling wine, perhaps the very first, had largely died out. But natural wine producers embraced it, and it has gained popularity."
1254,"A Homecoming to the Lower East Side, 50 Years in the Making, Is Cut Short","Promised a new apartment on the Lower East Side 50 years ago, David Santiago finally claimed it, but he could enjoy it only briefly before his death this month."
762,Teaching With: ‘Arctic Boyhood’,What is life like for an 8-year-old boy in a coastal Greenland village? Watch a five-minute film that touches on themes of identity and coming of age.
1348,Reader Idea | How to Use Interesting Photos to Help Students Become Better Writers,"While looking closely at an intriguing photograph, students learn how to create a claim and support that claim with evidence."
1607,Continuing a Spell Cast Decades Ago,The idea of obsolescence — of the present slipping irretrievably into the past — haunts the artist’s work.
1951,"Trump Signs Tariffs, Defying Array of Allies",The president raises levies on foreign steel and aluminum in hopes of reviving fading domestic industries. But imports from Mexico and Canada will be spared for now.
1296,Feud Over ICE Squeezes Employers in California,Companies and law enforcement agencies in California carefully tread between federal laws devised to catch undocumented workers and new state laws meant to protect them.
755,How Lies Spread Online,"They diffuse farther, faster and more broadly than the truth does."
834,The U.S. Must Save the Rohingya,"A campaign of atrocities long inflicted by the Burmese military has sent 680,000 people fleeing slaughter, rape and razed villages in recent months."
1512,How Russian Trolls Crept Into the Trump Campaign’s Facebook Messages,The campaign’s Florida staff unwittingly engaged with trolls. “Nobody reasonably would have asked — or even thought to ask — ‘Are you sure you’re not with Russia?’ ” an aide said.
11491,"Manhood, Growing Up in the 21st Century and Ideal Cities: Our Favorite Student Comments This Week","The best teenage comments from last week’s writing prompts, and an invitation to join the conversation this week."
1316,"Russia’s Biggest Problem in Syria: Assad, Its Ally","The Syrian leader’s push for a military victory has put the Kremlin in a corner, unable either to risk a withdrawal or to craft the political settlement that would cement its gains in the region."
198,Empathy From a Pro,Second-guessing at a literary event is interrupted by a sweet smile and a pat on the knee.
1245,Who’s Won  Trade Wars  In the Past,Has President Trump studied the Smoot-Hawley act of 1930? Or the McKinley tariff act of 1890? Maybe he should.
1244,Are iPhones Bad for Kids?,"Two new books — Anya Kamenetz’s “The Art of Screen Time” and Naomi Schaefer Riley’s “Be the Parent, Please” — offer advice to anxious parents."
815,"Oh, What  A Trumpy  Trade War!",We could be on the way back to the bad old days of corrupt tariff policy. Trump likes that.
684,Why Didn’t ‘Get Out’ Win Best Picture?,Voters’ attitudes reveal what we all know — many Americans would prefer not to think about race.
983,A Fresh Salvo In the Pursuit Of More Deals,Exceptions for Canada and Mexico suggest that it’s a tactic to renegotiate Nafta. 
1435,"North Korea Asks for Direct Talks, And Trump Agrees","No sitting American president has ever met a North Korean leader, and the meeting would be a breathtaking gamble for Mr. Trump."
862,Understanding Student Mobbists,Younger generations have a different understanding of what’s wrong with society and how to fix it.
1209,The Case for ‘America First’ Economics,The U.S. needs an alternative to a free-trade system that has hollowed out the factory towns that once made America great.
983,Little Evidence Supports Trump’s Claims Against China on Tariffs and Trade,There is little evidence to validate the president’s concerns that unfair trade practices like transshipping are a widespread problem.
974,"A Case of Psychiatrist, Shrink Thyself","David Rabe’s dramedy is set in the emotional war zone of a mental health center, where the patients are colorful and the therapists are troubled."
1332,Actress’s Lawsuit Opens Door to Further Trouble for the President,"The pornographic actress’s case, seeking to break an agreement to keep silent about an alleged affair with the president, could lead to his having to testify in a deposition."
665,"One Hotel in Panama, but Two Competing Websites (and a Single Mention of Trump)",The dispute over the Trump hotel in Panama City took another turn. It has a new name and competing websites. But only one has rooms available.
829,On the Tip of Your Tongue,Neville Fogarty and Doug Peterson teach me a new word and collaborate on a Friday puzzle packed with some great fill.
1316,Another Pledge by Trump to Do What Nobody Else Can,"President Trump has claimed that he can achieve what has eluded his predecessors through the force of his own personality, but so far, he has little to show for that."
863,Stephen Colbert Cracks North Korea Jokes on the Fly,"In an unplanned segment, the “Late Show” host tackled the breaking news that the North Korean leader had invited President Trump to meet."
1476,Industrial Strength,Joshua B. Freeman’s “Behemoth” is an accessible and cogent global history of the factory and the modern world that all Americans should read.
1755,The Corporate Soul,"Corner Office, a regular interview with leading C.E.O.s, returns. In the first installment, Ken Frazier talks about race, justice and his break with President Trump."
118,A List of Survivors,Certain plants are relatively low maintenance and ideal for someone just starting an indoor garden.
320,Don’t Cook Friends,"Joe Sasto, a contestant on “Top Chef,” calls himself a “plant father” and regards a trip to the nursery as “adoption day.”"
3585,A Quiet Exodus in White Evangelical Churches,Megachurches around the country were trying to racially integrate and finding some success. Then came the 2016 election.
1644,Resurrecting the Intimacy of the Lens,"A new group show called “Being” moves away from last year’s navel-gazing digital obsession to explore reality-based portraiture, politics and gender."
1311,It’s a Jungle in There,"For some people, adding greenery to their space is a must because plants don’t just look good, they help clean the air."
852,Trump’s world and the retreat of shame,"When the United States is nowhere, silent, AWOL, despots get to do their worst."
1009,The Stormy Daniels Scandal Gets Serious,Trump’s porn star payoff may have violated campaign finance law.
1179,Family Harmony of the Musical Kind,An unconventional sort of respiratory therapy: singing in the hospital bed.
345,Can I Catch the Same Cold Twice?,The answer depends on the strength of your immune response.
55,Ship,What do you think this image is saying?
565,Who Do You Think Has Been ‘Overlooked’ By History?,Who do you think deserves more public attention for their accomplishments or compelling life story? Why?
1007,"For a Medical Opinion, a Word From Our Sitcom","Two decades ago, the F.D.A. paved the way for an explosion of prescription drug commercials. An episode of “black-ish” offered a worrying example."
869,Hudson Yards Developer Tells Tenants to Say ‘Aah’,"To help the former industrial zone become a livable neighborhood, the developer will create an exclusive clinic for residents and workers."
775,"Economy, in Sweet Spot, Adds 313,000 Jobs. It May Get Sweeter. ","Blockbuster job growth in February suggests this economy, already nine years into expansion, may yet have room to run."
1267,"In the Trump Era, One ‘Enemy’ Isn’t Enough","The play, about a divisive antihero and whistle-blower, has no good guys, and a town tragically divided by politics."
1299,Fitting Growing Kids Into Small Spaces,"In New York City, where space is always at a premium, children can outgrow spaces faster than parents can reconfigure them."
1099,Snipers Shut Escape Hatch  For Civilians in Syrian Hell,"Many in besieged eastern Ghouta were said to be choosing not to leave, however, fearing for their safety and doubting they could ever return."
1437,"Threats, Pleas and a Golf Great: Nations’ Tactics for Tariff Relief",Countries mixed appeals to friendship with threats of retaliation. But the lobbying frenzy risked undermining the ground rules of world trade.
427,A Treat for Lemon Lovers and Beyond,"This tangerine, ginger and chocolate tart has verve, depth and a hint of spice."
1008,The Staying Power Of a Salacious Story,"For nearly two months, Stormy Daniels has not been the biggest story out of the Trump White House. Is that changing?"
575,"Shepherd’s Pie, Straight From the Farm","An irresistibly homey combination of parsnips, potatoes and duck legs creates a satisfying spin on a traditional dish."
893,"Citing ‘Multitude of Lies,’ Judge Sentences Shkreli to 7 Years in Fraud Case","Mr. Shkreli, notorious for sharply increasing drug prices and for his attention-seeking antics online, was convicted last year of defrauding investors."
853,Trump’s North Korea Gamble,"Talking is better than bombing, but a summit meeting is not the way to begin."
1532,No Magic Pill Will Get You to 100,"Some of the biggest names in dieting, organic agriculture and preventive medicine died at surprisingly young ages."
1350,‘Gunshine State’ Enacts Controls ,"The $400 million bill imposes new restrictions on firearm purchases and the possession of “bump stocks,” and funds school police officers and mental health services."
1141,Who Were the Real Nationalists in Vietnam?,The communists said they were fighting for independence. But the South Vietnamese were the true patriots.
878,Trump  Really Wants  His Wingman,"One tiny election, one obsessed chief executive."
830,In Praise Of Globalists,The dark truth of Davos is that it’s booooring.
719,Adoption Across Racial and Ethnic Lines: ‘These Relationships Are Always Going to Be in Flux’,"Hosts John Eligon and Rachel Swarns spoke with two women of color, adopted by families of a different race, about their experiences."
1013,From Childhood Hobby to World-Class Collection,"A Brazilian has amassed 100,000 autographs dating from 1140 to 2017. The Morgan Library plans to exhibit 140 of them."
1752,"In Britain, Learning to Accept Risk, and the Occasional ‘Owie’","After decades spent ratcheting up safety measures, many British educators say the pendulum has swung too far. Bring on the scissors, bricks and mud pits."
